from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Souris,15,110370.7,30h 40m,,,,,,30h 40m,28h 31m,26h 23m,24h 11m,21h 55m,19h 16m,16h 44m,13h 43m,11h 26m,9h 05m,5h 54m,3h 56m,2h 16m
South Cambie,15,162021.4,45h 00m,,,,,,45h 00m,42h 07m,39h 07m,35h 56m,32h 29m,28h 25m,24h 09m,20h 52m,18h 17m,16h 18m,14h 40m,12h 19m,8h 42m
Southey,15,114231.1,31h 44m,,,,,,31h 44m,29h 22m,26h 59m,24h 30m,21h 53m,18h 49m,15h 47m,13h 08m,10h 46m,8h 16m,5h 43m,4h 32m,2h 52m
South Huron,15,122137.9,33h 56m,,,,,,33h 56m,31h 04m,28h 36m,26h 08m,24h 14m,22h 27m,21h 05m,19h 25m,17h 52m,16h 04m,13h 45m,11h 28m,7h 51m
South River,15,111494.2,30h 58m,,,,,,30h 58m,28h 12m,25h 51m,23h 31m,21h 46m,20h 09m,18h 43m,17h 15m,15h 36m,13h 49m,11h 42m,9h 15m,5h 23m
South Slope,15,161434.4,44h 51m,,,,,,44h 51m,41h 58m,38h 58m,35h 46m,32h 20m,28h 15m,23h 59m,20h 43m,18h 08m,16h 09m,14h 32m,12h 11m,8h 35m
South Surrey,15,161112.3,44h 45m,,,,,,44h 45m,41h 52m,38h 52m,35h 41m,32h 14m,28h 10m,23h 54m,20h 38m,18h 03m,16h 04m,14h 27m,12h 07m,8h 31m
Spanish,15,109114.4,30h 19m,,,,,,30h 19m,27h 48m,25h 46m,23h 47m,22h 27m,21h 06m,19h 42m,18h 12m,16h 38m,15h 03m,13h 11m,10h 31m,7h 20m
Sparwood,15,129655.6,36h 01m,,,,,,36h 01m,33h 19m,30h 31m,27h 34m,24h 24m,20h 40m,16h 48m,14h 03m,11h 09m,9h 12m,7h 18m,4h 30m,1h 48m
Spirit River,15,134015.7,37h 14m,,,,,,37h 14m,34h 13m,31h 04m,27h 43m,24h 04m,19h 45m,15h 11m,11h 32m,9h 44m,7h 29m,5h 33m,4h 19m,2h 49m
Springdale,15,159333.1,44h 16m,,,,,,44h 16m,39h 53m,35h 42m,31h 12m,26h 54m,22h 14m,17h 21m,12h 00m,9h 17m,7h 58m,6h 13m,4h 46m,4h 00m
Springhill,15,123202.1,34h 13m,,,,,,34h 13m,30h 19m,26h 41m,22h 49m,19h 16m,15h 30m,11h 44m,7h 46m,5h 59m,4h 34m,3h 06m,1h 45m,0h 34m
Spruce Grove,15,124938.2,34h 42m,,,,,,34h 42m,31h 55m,29h 01m,25h 57m,22h 39m,18h 44m,14h 41m,11h 40m,9h 24m,7h 52m,6h 15m,4h 54m,2h 42m
Squamish,15,164474.6,45h 41m,,,,,,45h 41m,42h 47m,39h 46m,36h 33m,33h 05m,28h 59m,24h 41m,21h 21m,18h 43m,16h 40m,15h 00m,12h 45m,9h 18m
St. Adolphe,15,108022.4,30h 00m,,,,,,30h 00m,28h 03m,26h 08m,24h 12m,22h 15m,19h 57m,17h 20m,14h 39m,12h 06m,9h 30m,6h 56m,4h 31m,2h 07m
St. Albert,15,124444.6,34h 34m,,,,,,34h 34m,31h 47m,28h 54m,25h 50m,22h 33m,18h 39m,14h 37m,11h 37m,9h 22m,7h 52m,6h 12m,4h 52m,2h 43m
St. Anthony,15,167095.3,46h 25m,,,,,,46h 25m,41h 55m,37h 36m,32h 56m,28h 27m,23h 33m,18h 23m,12h 42m,9h 31m,7h 37m,5h 01m,2h 19m,1h 51m
St. Catharines,15,118572.9,32h 56m,,,,,,32h 56m,30h 03m,27h 35m,25h 05m,23h 09m,21h 20m,19h 55m,18h 17m,16h 47m,14h 55m,12h 39m,10h 26m,6h 56m
St. Claude,15,109257.1,30h 21m,,,,,,30h 21m,28h 20m,26h 21m,24h 19m,22h 16m,19h 51m,17h 18m,14h 28m,12h 00m,9h 30m,6h 43m,4h 26m,2h 16m
St. Clements,15,119025.9,33h 04m,,,,,,33h 04m,30h 11m,27h 42m,25h 13m,23h 17m,21h 27m,20h 03m,18h 25m,16h 54m,15h 03m,12h 46m,10h 32m,7h 02m
Ste. Anne,15,107499.7,29h 52m,,,,,,29h 52m,27h 57m,26h 04m,24h 10m,22h 16m,20h 02m,17h 22m,14h 46m,12h 10m,9h 30m,7h 04m,4h 35m,2h 03m
Steeles,15,114417.8,31h 47m,,,,,,31h 47m,28h 54m,26h 25m,23h 55m,21h 59m,20h 09m,18h 44m,17h 07m,15h 40m,13h 48m,11h 35m,9h 27m,6h 06m
Steinbach,15,108208.5,30h 03m,,,,,,30h 03m,28h 08m,26h 15m,24h 22m,22h 27m,20h 13m,17h 33m,14h 57m,12h 21m,9h 41m,7h 14m,4h 45m,2h 12m
Stellarton,15,125994.0,35h 00m,,,,,,35h 00m,31h 03m,27h 21m,23h 25m,19h 48m,15h 56m,12h 02m,7h 55m,6h 20m,4h 44m,3h 37m,2h 34m,1h 10m
Stephenville,15,151332.5,42h 02m,,,,,,42h 02m,37h 42m,33h 34m,29h 07m,24h 53m,20h 18m,15h 31m,10h 17m,7h 43m,6h 37m,5h 09m,4h 08m,3h 06m
Stephenville Crossing,15,152220.4,42h 17m,,,,,,42h 17m,37h 59m,33h 53m,29h 30m,25h 19m,20h 48m,16h 06m,10h 59m,8h 32m,7h 37m,6h 24m,5h 46m,5h 20m
Stettler,15,124951.7,34h 43m,,,,,,34h 43m,31h 58m,29h 09m,26h 09m,22h 56m,19h 09m,15h 13m,12h 22m,9h 52m,8h 23m,6h 30m,4h 35m,2h 29m
Stewart,15,174883.8,48h 35m,,,,,,48h 35m,45h 26m,42h 08m,38h 35m,34h 43m,30h 08m,25h 14m,21h 12m,18h 36m,15h 27m,12h 28m,10h 00m,7h 53m
St. François Xavier,15,107972.7,30h 00m,,,,,,30h 00m,28h 01m,26h 03m,24h 04m,22h 03m,19h 42m,17h 07m,14h 21m,11h 51m,9h 19m,6h 38m,4h 18m,2h 03m
Stirling,15,114396.6,31h 47m,,,,,,31h 47m,28h 46m,26h 08m,23h 29m,21h 21m,19h 16m,17h 34m,16h 01m,14h 14m,12h 20m,10h 10m,8h 08m,4h 55m
St. Jean Baptiste,15,110118.3,30h 35m,,,,,,30h 35m,28h 38m,26h 43m,24h 46m,22h 49m,20h 31m,17h 53m,15h 12m,12h 38m,10h 00m,7h 26m,4h 59m,2h 30m
St. Lunaire-Griquet,15,167394.7,46h 30m,,,,,,46h 30m,42h 00m,37h 41m,33h 01m,28h 32m,23h 38m,18h 28m,12h 46m,9h 35m,7h 41m,5h 05m,2h 23m,1h 54m
St. Marys,15,121245.7,33h 41m,,,,,,33h 41m,30h 48m,28h 19m,25h 49m,23h 53m,22h 03m,20h 38m,18h 59m,17h 28m,15h 36m,13h 17m,11h 02m,7h 28m
Stonewall,15,108667.9,30h 11m,,,,,,30h 11m,28h 13m,26h 17m,24h 19m,22h 20m,20h 00m,17h 24m,14h 40m,12h 09m,9h 34m,6h 56m,4h 34m,2h 13m
Stoney Point,15,114439.6,31h 47m,,,,,,31h 47m,28h 57m,26h 32m,24h 07m,22h 16m,20h 32m,19h 11m,17h 34m,16h 01m,14h 20m,12h 02m,9h 46m,6h 11m
Stony Plain,15,125000.4,34h 43m,,,,,,34h 43m,31h 56m,29h 02m,25h 57m,22h 39m,18h 45m,14h 41m,11h 40m,9h 24m,7h 52m,6h 16m,4h 55m,2h 41m
Stouffville,15,114638.7,31h 51m,,,,,,31h 51m,28h 57m,26h 29m,23h 59m,22h 03m,20h 12m,18h 47m,17h 10m,15h 42m,13h 50m,11h 37m,9h 28m,6h 06m
St. Paul,15,123202.8,34h 13m,,,,,,34h 13m,31h 30m,28h 41m,25h 42m,22h 30m,18h 44m,14h 49m,12h 00m,9h 36m,8h 08m,6h 19m,4h 40m,2h 58m
Stratford,15,126055.3,35h 01m,,,,,,35h 01m,31h 05m,27h 24m,23h 29m,19h 53m,16h 03m,12h 11m,8h 07m,6h 15m,4h 40m,3h 05m,2h 16m,0h 58m
Stratford,15,119995.3,33h 20m,,,,,,33h 20m,30h 27m,27h 58m,25h 29m,23h 33m,21h 43m,20h 19m,18h 40m,17h 09m,15h 17m,13h 00m,10h 45m,7h 13m
Strathcona,15,161749.3,44h 56m,,,,,,44h 56m,42h 03m,39h 03m,35h 51m,32h 25m,28h 20m,24h 04m,20h 48m,18h 12m,16h 14m,14h 36m,12h 16m,8h 39m
Strathmore,15,124374.2,34h 33m,,,,,,34h 33m,31h 51m,29h 05m,26h 08m,23h 00m,19h 17m,15h 28m,12h 44m,10h 03m,8h 22m,6h 37m,4h 21m,2h 08m
Strathroy,15,122861.5,34h 08m,,,,,,34h 08m,31h 14m,28h 46m,26h 16m,24h 19m,22h 29m,21h 04m,19h 25m,17h 53m,16h 00m,13h 41m,11h 24m,7h 47m
St. Stephen,15,122358.0,33h 59m,,,,,,33h 59m,30h 12m,26h 42m,23h 00m,19h 39m,16h 07m,12h 37m,9h 00m,7h 32m,6h 08m,4h 51m,3h 09m,2h 43m
St. Thomas,15,122328.3,33h 59m,,,,,,33h 59m,31h 05m,28h 37m,26h 07m,24h 11m,22h 21m,20h 56m,19h 16m,17h 45m,15h 52m,13h 33m,11h 16m,7h 41m
Sturgeon Falls,15,108954.5,30h 16m,,,,,,30h 16m,27h 33m,25h 16m,23h 00m,21h 20m,19h 49m,18h 22m,17h 02m,15h 22m,13h 33m,11h 40m,9h 13m,5h 20m
St. Walburg,15,120416.6,33h 27m,,,,,,33h 27m,30h 49m,28h 06m,25h 14m,22h 11m,18h 34m,14h 52m,12h 19m,9h 39m,7h 53m,6h 26m,4h 15m,2h 43m
Summerland,15,152246.7,42h 17m,,,,,,42h 17m,39h 27m,36h 30m,33h 22m,30h 00m,26h 01m,21h 51m,18h 42m,16h 01m,14h 13m,12h 27m,10h 10m,6h 39m
Summerside,15,125212.5,34h 47m,,,,,,34h 47m,30h 52m,27h 12m,23h 19m,19h 45m,15h 57m,12h 09m,8h 08m,6h 20m,4h 51m,3h 07m,2h 04m,0h 50m
Suncrest,15,161590.2,44h 53m,,,,,,44h 53m,42h 00m,39h 00m,35h 49m,32h 22m,28h 18m,24h 02m,20h 46m,18h 10m,16h 11m,14h 34m,12h 14m,8h 37m
Sundre,15,127382.5,35h 23m,,,,,,35h 23m,32h 37m,29h 45m,26h 43m,23h 27m,19h 36m,15h 37m,12h 40m,10h 12m,8h 45m,6h 50m,5h 01m,2h 28m
Sundridge,15,111855.6,31h 04m,,,,,,31h 04m,28h 18m,25h 57m,23h 37m,21h 51m,20h 14m,18h 48m,17h 20m,15h 41m,13h 55m,11h 47m,9h 20m,5h 27m
Sunnybrae,15,146181.2,40h 36m,,,,,,40h 36m,37h 47m,34h 52m,31h 46m,28h 25m,24h 28m,20h 22m,17h 17m,14h 35m,12h 52m,11h 01m,8h 41m,5h 20m
Sunny Corner,15,119883.8,33h 18m,,,,,,33h 18m,29h 30m,25h 59m,22h 16m,18h 53m,15h 19m,11h 47m,8h 07m,6h 42m,5h 18m,3h 57m,2h 19m,2h 01m
Sun Peaks,15,149943.7,41h 39m,,,,,,41h 39m,38h 47m,35h 48m,32h 37m,29h 11m,25h 08m,20h 53m,17h 39m,15h 10m,13h 15m,11h 40m,9h 26m,6h 11m
Sunshine Hills,15,161168.7,44h 46m,,,,,,44h 46m,41h 53m,38h 53m,35h 42m,32h 15m,28h 11m,23h 55m,20h 39m,18h 04m,16h 05m,14h 28m,12h 08m,8h 32m
Surrey,15,160757.2,44h 39m,,,,,,44h 39m,41h 46m,38h 47m,35h 35m,32h 09m,28h 05m,23h 49m,20h 33m,17h 57m,15h 59m,14h 22m,12h 02m,8h 27m
Surrey Centre,15,160489.7,44h 35m,,,,,,44h 35m,41h 42m,38h 42m,35h 31m,32h 04m,28h 00m,23h 44m,20h 28m,17h 53m,15h 55m,14h 19m,11h 59m,8h 24m
Sussex,15,121115.9,33h 39m,,,,,,33h 39m,29h 49m,26h 15m,22h 29m,19h 03m,15h 25m,11h 49m,8h 03m,6h 24m,5h 10m,3h 38m,2h 09m,1h 17m
Sutton,15,108685.9,30h 11m,,,,,,30h 11m,26h 51m,23h 50m,20h 43m,18h 03m,15h 21m,12h 51m,10h 30m,8h 21m,6h 36m,5h 07m,3h 02m,1h 42m
Swan Hills,15,129086.0,35h 51m,,,,,,35h 51m,32h 59m,30h 00m,26h 49m,23h 23m,19h 20m,15h 05m,11h 50m,9h 52m,8h 02m,6h 42m,4h 57m,3h 22m
Swan River,15,115552.1,32h 06m,,,,,,32h 06m,29h 50m,27h 33m,25h 11m,22h 43m,19h 50m,17h 00m,14h 12m,12h 07m,9h 24m,6h 33m,4h 35m,3h 02m
Swift Current,15,116413.0,32h 20m,,,,,,32h 20m,29h 52m,27h 21m,24h 43m,21h 56m,18h 39m,15h 21m,12h 48m,10h 05m,7h 39m,5h 12m,3h 35m,2h 31m
Sydenham,15,118262.3,32h 51m,,,,,,32h 51m,30h 04m,27h 43m,25h 22m,23h 36m,21h 58m,20h 33m,19h 03m,17h 26m,15h 41m,13h 32m,11h 08m,7h 20m
Sylvan Lake,15,127280.9,35h 21m,,,,,,35h 21m,32h 35m,29h 42m,26h 39m,23h 22m,19h 30m,15h 28m,12h 30m,10h 05m,8h 36m,6h 46m,5h 06m,2h 40m
Taber,15,122901.9,34h 08m,,,,,,34h 08m,31h 31m,28h 49m,25h 58m,22h 56m,19h 22m,15h 42m,13h 11m,10h 11m,8h 05m,6h 02m,3h 37m,1h 37m
Tam O'Shanter-Sullivan,15,114298.3,31h 45m,,,,,,31h 45m,28h 51m,26h 22m,23h 52m,21h 56m,20h 05m,18h 39m,17h 03m,15h 35m,13h 42m,11h 30m,9h 23m,6h 03m
Tavistock,15,119641.7,33h 14m,,,,,,33h 14m,30h 21m,27h 52m,25h 23m,23h 27m,21h 37m,20h 13m,18h 34m,17h 04m,15h 12m,12h 55m,10h 40m,7h 09m
Taylor,15,138361.1,38h 26m,,,,,,38h 26m,35h 23m,32h 12m,28h 47m,25h 04m,20h 40m,16h 01m,12h 15m,10h 18m,7h 48m,5h 35m,4h 17m,2h 52m
Tecumseh,15,128680.5,35h 45m,,,,,,35h 45m,32h 51m,30h 21m,27h 51m,25h 54m,24h 03m,22h 36m,20h 55m,19h 22m,17h 26m,15h 04m,12h 41m,8h 57m
Telkwa,15,161653.8,44h 54m,,,,,,44h 54m,41h 51m,38h 39m,35h 13m,31h 30m,27h 05m,22h 25m,18h 38m,16h 23m,13h 41m,11h 20m,9h 44m,7h 12m
Témiscaming,15,102576.3,28h 30m,,,,,,28h 30m,25h 36m,23h 07m,20h 37m,18h 40m,16h 49m,15h 03m,13h 14m,11h 24m,9h 22m,6h 59m,3h 34m,0h 01m
Temiskaming Shores,15,108719.4,30h 12m,,,,,,30h 12m,27h 35m,25h 24m,23h 16m,21h 45m,20h 26m,18h 51m,17h 24m,15h 54m,13h 58m,12h 08m,9h 32m,5h 32m
Templeton-Est,15,105124.6,29h 12m,,,,,,29h 12m,25h 59m,23h 07m,20h 10m,17h 42m,15h 13m,13h 01m,11h 02m,8h 41m,6h 43m,4h 52m,2h 16m,0h 03m
Terence Bay,15,130469.9,36h 14m,,,,,,36h 14m,32h 19m,28h 38m,24h 44m,21h 08m,17h 18m,13h 27m,9h 24m,7h 42m,6h 09m,4h 52m,3h 35m,2h 12m
Terrace,15,170285.4,47h 18m,,,,,,47h 18m,44h 12m,40h 58m,37h 29m,33h 41m,29h 13m,24h 26m,20h 32m,18h 08m,15h 15m,12h 37m,10h 42m,8h 01m
Terrasse-des-Pins,15,104356.3,28h 59m,,,,,,28h 59m,25h 43m,22h 49m,19h 48m,17h 16m,14h 43m,12h 25m,10h 18m,8h 04m,6h 14m,4h 36m,2h 18m,0h 36m
Terrebonne,15,109815.5,30h 30m,,,,,,30h 30m,27h 18m,24h 27m,21h 32m,19h 06m,16h 39m,14h 30m,12h 33m,10h 44m,9h 02m,7h 10m,5h 31m,3h 00m
Tête Jaune,15,140151.9,38h 56m,,,,,,38h 56m,36h 02m,33h 00m,29h 47m,26h 18m,22h 11m,17h 52m,14h 31m,12h 11m,10h 09m,8h 36m,6h 25m,3h 32m
The Beaches,15,116335.3,32h 19m,,,,,,32h 19m,29h 27m,26h 59m,24h 31m,22h 37m,20h 49m,19h 26m,17h 54m,16h 32m,14h 47m,12h 44m,10h 53m,7h 59m
The Pas,15,120306.7,33h 25m,,,,,,33h 25m,31h 08m,28h 48m,26h 24m,23h 54m,20h 57m,18h 03m,15h 18m,13h 08m,10h 28m,7h 42m,5h 16m,3h 35m
Thessalon,15,110713.0,30h 45m,,,,,,30h 45m,28h 23m,26h 30m,24h 42m,23h 32m,22h 11m,20h 57m,19h 34m,17h 58m,16h 37m,14h 53m,12h 26m,10h 15m
Thompson,15,128920.1,35h 49m,,,,,,35h 49m,33h 38m,31h 26m,29h 11m,26h 52m,24h 07m,21h 29m,18h 33m,16h 19m,13h 49m,10h 44m,7h 50m,5h 29m
Thompson,15,162563.2,45h 09m,,,,,,45h 09m,42h 16m,39h 16m,36h 05m,32h 38m,28h 34m,24h 17m,21h 01m,18h 25m,16h 26m,14h 48m,12h 27m,8h 48m
Thorold,15,119009.8,33h 03m,,,,,,33h 03m,30h 10m,27h 42m,25h 12m,23h 17m,21h 27m,20h 02m,18h 24m,16h 54m,15h 02m,12h 45m,10h 31m,7h 01m
Three Hills,15,124837.8,34h 41m,,,,,,34h 41m,31h 57m,29h 09m,26h 10m,22h 59m,19h 14m,15h 20m,12h 32m,9h 57m,8h 24m,6h 34m,4h 30m,2h 15m
Thunder Bay,15,107298.2,29h 48m,,,,,,29h 48m,28h 08m,26h 37m,25h 12m,23h 41m,22h 03m,20h 21m,18h 22m,15h 53m,13h 39m,11h 09m,8h 37m,6h 52m
Thurso,15,104938.6,29h 09m,,,,,,29h 09m,25h 55m,23h 02m,20h 04m,17h 34m,15h 04m,12h 50m,10h 48m,8h 29m,6h 32m,4h 45m,2h 13m,0h 07m
Tignish,15,129081.3,35h 51m,,,,,,35h 51m,31h 56m,28h 15m,24h 22m,20h 47m,16h 58m,13h 08m,9h 06m,7h 16m,5h 44m,3h 56m,2h 49m,1h 25m
Tillicum,15,170055.5,47h 14m,,,,,,47h 14m,44h 21m,41h 20m,38h 07m,34h 40m,30h 34m,26h 16m,22h 58m,20h 20m,18h 17m,16h 35m,14h 07m,10h 18m
Tillsonburg,15,121214.0,33h 40m,,,,,,33h 40m,30h 47m,28h 18m,25h 49m,23h 53m,22h 03m,20h 38m,18h 59m,17h 28m,15h 35m,13h 17m,11h 01m,7h 28m
Timberlea,15,129436.8,35h 57m,,,,,,35h 57m,32h 01m,28h 21m,24h 27m,20h 51m,17h 02m,13h 11m,9h 08m,7h 26m,5h 54m,4h 37m,3h 21m,1h 59m
Timmins,15,108049.4,30h 01m,,,,,,30h 01m,27h 34m,25h 36m,23h 42m,22h 28m,21h 00m,19h 40m,18h 05m,16h 29m,14h 57m,12h 56m,9h 56m,6h 57m
Tisdale,15,117237.0,32h 34m,,,,,,32h 34m,30h 09m,27h 42m,25h 08m,22h 26m,19h 15m,16h 05m,13h 35m,11h 03m,8h 42m,6h 23m,4h 49m,2h 42m
Tobermory,15,117408.1,32h 37m,,,,,,32h 37m,29h 58m,27h 45m,25h 35m,24h 01m,22h 38m,21h 07m,19h 46m,18h 15m,16h 23m,14h 43m,12h 18m,8h 23m
Tofield,15,123861.9,34h 24m,,,,,,34h 24m,31h 39m,28h 48m,25h 47m,22h 33m,18h 44m,14h 46m,11h 52m,9h 31m,8h 08m,6h 20m,4h 46m,2h 48m
Torbay,15,177461.7,49h 18m,,,,,,49h 18m,44h 51m,40h 36m,36h 01m,31h 37m,26h 49m,21h 47m,16h 15m,13h 17m,11h 40m,9h 27m,7h 20m,5h 12m
Toronto,15,114559.9,31h 49m,,,,,,31h 49m,28h 56m,26h 28m,23h 58m,22h 03m,20h 13m,18h 48m,17h 11m,15h 43m,13h 52m,11h 38m,9h 30m,6h 08m
Tottenham,15,114882.4,31h 55m,,,,,,31h 55m,29h 04m,26h 38m,24h 11m,22h 19m,20h 33m,19h 13m,17h 34m,16h 02m,14h 18m,12h 01m,9h 47m,6h 15m
Traders Cove,15,150612.5,41h 50m,,,,,,41h 50m,39h 01m,36h 04m,32h 57m,29h 36m,25h 38m,21h 29m,18h 22m,15h 40m,13h 54m,12h 05m,9h 43m,6h 15m
Trail,15,145403.3,40h 23m,,,,,,40h 23m,37h 39m,34h 50m,31h 50m,28h 37m,24h 50m,20h 55m,18h 04m,15h 05m,13h 09m,11h 05m,8h 05m,4h 59m
Très-Saint-Rédempteur,15,105981.1,29h 26m,,,,,,29h 26m,26h 08m,23h 11m,20h 08m,17h 32m,14h 54m,12h 31m,10h 18m,8h 01m,6h 07m,4h 24m,1h 58m,0h 04m
Trois-Rivières,15,106108.1,29h 28m,,,,,,29h 28m,26h 05m,23h 02m,19h 52m,17h 09m,14h 22m,11h 48m,9h 20m,7h 16m,5h 41m,4h 23m,2h 36m,1h 44m
Truro,15,125331.4,34h 49m,,,,,,34h 49m,30h 53m,27h 13m,23h 19m,19h 44m,15h 55m,12h 05m,8h 02m,6h 22m,4h 52m,3h 39m,2h 27m,1h 11m
Tsawwassen,15,162310.8,45h 05m,,,,,,45h 05m,42h 12m,39h 12m,36h 01m,32h 34m,28h 29m,24h 13m,20h 57m,18h 21m,16h 22m,14h 45m,12h 23m,8h 45m
Tuktoyaktuk,15,280376.8,77h 53m,,,,,,77h 53m,74h 15m,70h 24m,66h 12m,61h 34m,56h 04m,50h 04m,44h 37m,40h 30m,35h 43m,29h 35m,22h 24m,13h 42m
Tumbler Ridge,15,140683.7,39h 05m,,,,,,39h 05m,36h 03m,32h 53m,29h 29m,25h 48m,21h 27m,16h 50m,13h 08m,11h 15m,8h 46m,6h 40m,5h 33m,3h 51m
Tweed,15,114883.0,31h 55m,,,,,,31h 55m,28h 53m,26h 15m,23h 34m,21h 25m,19h 19m,17h 35m,16h 02m,14h 12m,12h 17m,10h 06m,8h 02m,4h 46m
Twillingate,15,171833.8,47h 44m,,,,,,47h 44m,43h 23m,39h 13m,34h 45m,30h 29m,25h 51m,21h 01m,15h 44m,13h 05m,11h 53m,10h 16m,9h 03m,8h 39m
Two Hills,15,122618.7,34h 04m,,,,,,34h 04m,31h 20m,28h 30m,25h 31m,22h 19m,18h 31m,14h 36m,11h 46m,9h 22m,7h 59m,6h 09m,4h 31m,2h 46m
Tyndall,15,108202.9,30h 03m,,,,,,30h 03m,28h 08m,26h 14m,24h 19m,22h 23m,20h 08m,17h 29m,14h 51m,12h 16m,9h 37m,7h 08m,4h 40m,2h 09m
Ucluelet,15,178078.7,49h 28m,,,,,,49h 28m,46h 34m,43h 32m,40h 19m,36h 50m,32h 43m,28h 24m,25h 03m,22h 22m,20h 17m,18h 30m,15h 54m,11h 53m
Union Bay,15,172882.7,48h 01m,,,,,,48h 01m,45h 08m,42h 07m,38h 54m,35h 26m,31h 19m,27h 01m,23h 42m,21h 03m,18h 59m,17h 16m,14h 45m,10h 51m
Unity,15,119477.6,33h 11m,,,,,,33h 11m,30h 35m,27h 55m,25h 06m,22h 06m,18h 34m,14h 57m,12h 30m,9h 43m,7h 51m,6h 11m,4h 08m,2h 46m
Upper Island Cove,15,175428.1,48h 44m,,,,,,48h 44m,44h 18m,40h 02m,35h 27m,31h 04m,26h 16m,21h 15m,15h 44m,12h 46m,11h 09m,8h 58m,6h 53m,4h 48m
Upper Liard,15,172516.7,47h 55m,,,,,,47h 55m,44h 38m,41h 09m,37h 24m,33h 18m,28h 26m,23h 13m,18h 44m,15h 52m,12h 45m,8h 56m,5h 15m,2h 22m
Upper Lynn,15,161933.0,44h 59m,,,,,,44h 59m,42h 06m,39h 06m,35h 55m,32h 28m,28h 23m,24h 07m,20h 51m,18h 15m,16h 16m,14h 39m,12h 18m,8h 41m
Uxbridge,15,113784.3,31h 36m,,,,,,31h 36m,28h 43m,26h 15m,23h 46m,21h 51m,20h 01m,18h 37m,17h 00m,15h 31m,13h 41m,11h 27m,9h 18m,5h 54m
Valcourt,15,108171.1,30h 03m,,,,,,30h 03m,26h 41m,23h 39m,20h 30m,17h 48m,15h 03m,12h 31m,10h 06m,8h 00m,6h 19m,4h 54m,2h 58m,1h 51m
Val-David,15,104298.1,28h 58m,,,,,,28h 58m,25h 44m,22h 51m,19h 53m,17h 23m,14h 53m,12h 39m,10h 36m,8h 22m,6h 31m,4h 53m,2h 34m,0h 50m
Val-des-Monts,15,105093.7,29h 12m,,,,,,29h 12m,25h 59m,23h 09m,20h 14m,17h 48m,15h 22m,13h 14m,11h 18m,8h 57m,6h 59m,5h 08m,2h 32m,0h 19m
Val-d'Or,15,101543.0,28h 12m,,,,,,28h 12m,25h 21m,22h 55m,20h 28m,18h 35m,16h 49m,15h 05m,13h 22m,11h 45m,9h 55m,7h 43m,4h 35m,1h 28m
Valemount,15,139831.9,38h 51m,,,,,,38h 51m,35h 56m,32h 55m,29h 42m,26h 13m,22h 06m,17h 47m,14h 26m,12h 06m,10h 04m,8h 31m,6h 20m,3h 28m
Valleyview,15,130292.0,36h 12m,,,,,,36h 12m,33h 15m,30h 11m,26h 55m,23h 22m,19h 11m,14h 46m,11h 20m,9h 32m,7h 26m,5h 54m,4h 19m,3h 06m
Val-Morin,15,104462.0,29h 01m,,,,,,29h 01m,25h 46m,22h 53m,19h 54m,17h 24m,14h 53m,12h 38m,10h 34m,8h 20m,6h 29m,4h 51m,2h 32m,0h 48m
Vancouver,15,162037.3,45h 01m,,,,,,45h 01m,42h 08m,39h 08m,35h 56m,32h 29m,28h 25m,24h 09m,20h 53m,18h 17m,16h 18m,14h 41m,12h 20m,8h 42m
Vanderhoof,15,151618.0,42h 07m,,,,,,42h 07m,39h 06m,35h 58m,32h 36m,28h 57m,24h 38m,20h 04m,16h 26m,14h 21m,11h 54m,9h 53m,8h 33m,6h 38m
Vanier,15,110620.2,30h 44m,,,,,,30h 44m,27h 38m,24h 54m,22h 07m,19h 50m,17h 36m,15h 41m,14h 02m,12h 06m,10h 14m,8h 07m,6h 09m,3h 03m
Varennes,15,105512.7,29h 19m,,,,,,29h 19m,25h 59m,23h 00m,19h 56m,17h 18m,14h 38m,12h 12m,9h 55m,7h 45m,6h 00m,4h 29m,2h 22m,0h 59m
Vaudreuil-Dorion,15,105678.8,29h 21m,,,,,,29h 21m,26h 03m,23h 05m,20h 01m,17h 24m,14h 45m,12h 21m,10h 06m,7h 52m,6h 01m,4h 22m,2h 04m,0h 20m
Vaughan,15,114283.6,31h 45m,,,,,,31h 45m,28h 52m,26h 25m,23h 56m,22h 01m,20h 13m,18h 50m,17h 12m,15h 43m,13h 54m,11h 40m,9h 30m,6h 06m
Vauxhall,15,123780.5,34h 23m,,,,,,34h 23m,31h 45m,29h 02m,26h 10m,23h 06m,19h 30m,15h 48m,13h 14m,10h 19m,8h 19m,6h 24m,3h 59m,1h 57m
Vavenby,15,147045.6,40h 51m,,,,,,40h 51m,37h 56m,34h 54m,31h 40m,28h 10m,24h 02m,19h 41m,16h 19m,13h 57m,11h 52m,10h 14m,7h 57m,4h 54m
Vedder Crossing,15,157747.6,43h 49m,,,,,,43h 49m,40h 57m,37h 57m,34h 46m,31h 20m,27h 16m,23h 01m,19h 46m,17h 11m,15h 14m,13h 39m,11h 22m,7h 51m
