from_name,n_regions,avg_time_sec,avg_time_h_m,avg_top_20_h_m,avg_top_19_h_m,avg_top_18_h_m,avg_top_17_h_m,avg_top_16_h_m,avg_top_15_h_m,avg_top_14_h_m,avg_top_13_h_m,avg_top_12_h_m,avg_top_11_h_m,avg_top_10_h_m,avg_top_9_h_m,avg_top_8_h_m,avg_top_7_h_m,avg_top_6_h_m,avg_top_5_h_m,avg_top_4_h_m,avg_top_3_h_m
Port Coquitlam,20,143228.5,39h 47m,39h 47m,37h 24m,35h 12m,32h 48m,30h 15m,27h 24m,24h 37m,22h 25m,20h 00m,17h 16m,15h 07m,13h 29m,12h 00m,10h 19m,8h 14m,6h 38m,4h 39m,3h 08m
Port Hardy,20,165745.4,46h 02m,46h 02m,43h 36m,41h 19m,38h 51m,36h 13m,33h 17m,30h 22m,28h 02m,25h 29m,22h 35m,20h 12m,18h 19m,16h 43m,14h 47m,12h 12m,9h 54m,6h 53m,3h 40m
Port Hawkesbury,20,140389.8,39h 00m,39h 00m,36h 13m,33h 41m,31h 05m,28h 18m,25h 34m,22h 46m,19h 50m,16h 30m,13h 14m,9h 55m,8h 41m,7h 18m,5h 49m,3h 53m,2h 52m,1h 37m,1h 02m
Port Hope,20,114815.5,31h 54m,31h 54m,29h 43m,27h 52m,26h 03m,24h 06m,22h 20m,20h 39m,19h 00m,17h 09m,15h 40m,14h 09m,12h 39m,11h 14m,9h 43m,8h 07m,6h 01m,4h 27m,2h 19m
Port McNeill,20,164329.9,45h 39m,45h 39m,43h 13m,40h 57m,38h 28m,35h 51m,32h 55m,30h 02m,27h 43m,25h 10m,22h 17m,19h 56m,18h 04m,16h 30m,14h 29m,11h 56m,9h 41m,6h 45m,3h 38m
Port Moody,20,143366.6,39h 49m,39h 49m,37h 27m,35h 14m,32h 50m,30h 17m,27h 27m,24h 39m,22h 27m,20h 02m,17h 18m,15h 08m,13h 30m,12h 01m,10h 21m,8h 15m,6h 39m,4h 39m,3h 08m
Port Rowan,20,122560.3,34h 03m,34h 03m,31h 54m,30h 05m,28h 18m,26h 24m,24h 42m,23h 04m,21h 28m,19h 43m,18h 18m,16h 43m,15h 20m,13h 49m,12h 10m,10h 25m,8h 05m,6h 11m,4h 01m
Port Stanley,20,123213.7,34h 14m,34h 14m,32h 05m,30h 16m,28h 29m,26h 35m,24h 53m,23h 15m,21h 39m,19h 54m,18h 29m,16h 54m,15h 31m,13h 59m,12h 21m,10h 35m,8h 14m,6h 19m,4h 08m
Port Williams,20,142373.9,39h 33m,39h 33m,36h 48m,34h 18m,31h 46m,29h 01m,26h 20m,23h 36m,20h 44m,17h 29m,14h 20m,11h 08m,9h 58m,8h 35m,7h 01m,5h 19m,3h 48m,2h 48m,2h 24m
Pouce Coupe,20,122976.6,34h 10m,34h 10m,31h 44m,29h 29m,27h 02m,24h 26m,21h 31m,18h 39m,16h 22m,13h 52m,11h 01m,9h 37m,7h 57m,6h 42m,5h 13m,4h 19m,3h 13m,1h 54m,0h 29m
Powassan,20,109557.5,30h 26m,30h 26m,28h 22m,26h 37m,24h 55m,23h 07m,21h 31m,20h 00m,18h 34m,16h 58m,15h 31m,14h 03m,12h 43m,11h 16m,9h 28m,7h 30m,4h 52m,2h 30m,1h 08m
Powell River,20,155596.5,43h 13m,43h 13m,40h 49m,38h 35m,36h 09m,33h 35m,30h 42m,27h 52m,25h 37m,23h 09m,20h 21m,18h 07m,16h 23m,14h 47m,12h 57m,10h 39m,8h 45m,6h 20m,4h 06m
Powerview,20,103235.6,28h 41m,28h 41m,27h 10m,25h 55m,24h 35m,23h 15m,21h 46m,20h 06m,18h 39m,17h 16m,16h 02m,14h 43m,13h 30m,12h 13m,10h 45m,8h 47m,6h 57m,5h 14m,2h 36m
Preeceville,20,105530.2,29h 19m,29h 19m,27h 28m,25h 51m,24h 07m,22h 19m,20h 20m,18h 30m,17h 01m,15h 43m,14h 21m,12h 51m,11h 12m,9h 24m,7h 38m,6h 22m,4h 59m,3h 57m,2h 48m
Prescott,20,113701.2,31h 35m,31h 35m,29h 18m,27h 19m,25h 21m,23h 15m,21h 18m,19h 24m,17h 30m,15h 23m,13h 33m,11h 58m,10h 15m,8h 56m,7h 34m,6h 10m,4h 21m,3h 11m,1h 28m
Prévost,20,111907.3,31h 05m,31h 05m,28h 47m,26h 47m,24h 47m,22h 40m,20h 41m,18h 46m,16h 50m,14h 40m,12h 47m,11h 08m,9h 29m,8h 17m,7h 02m,5h 48m,4h 12m,3h 19m,1h 56m
Prince Albert,20,107867.5,29h 58m,29h 58m,27h 58m,26h 11m,24h 15m,22h 15m,20h 00m,17h 54m,16h 30m,15h 00m,13h 15m,11h 17m,9h 49m,8h 13m,6h 46m,5h 46m,4h 32m,2h 48m,2h 22m
Prince Edward,20,116235.1,32h 17m,32h 17m,30h 04m,28h 09m,26h 16m,24h 15m,22h 25m,20h 38m,18h 52m,16h 54m,15h 16m,13h 48m,12h 07m,10h 44m,9h 16m,7h 45m,5h 45m,4h 20m,2h 11m
Prince George,20,130996.2,36h 23m,36h 23m,33h 56m,31h 40m,29h 10m,26h 32m,23h 35m,20h 41m,18h 20m,15h 46m,12h 51m,11h 09m,9h 19m,7h 54m,6h 52m,5h 52m,4h 32m,2h 43m,1h 51m
Prince Rupert,20,159084.6,44h 11m,44h 11m,41h 39m,39h 17m,36h 41m,33h 55m,30h 50m,27h 46m,25h 14m,22h 27m,19h 17m,17h 17m,15h 04m,13h 11m,11h 55m,10h 30m,9h 38m,8h 30m,6h 54m
Princeton,20,137940.1,38h 19m,38h 19m,35h 57m,33h 47m,31h 24m,28h 53m,26h 05m,23h 20m,21h 10m,18h 49m,16h 09m,14h 03m,12h 30m,11h 05m,9h 33m,7h 37m,6h 16m,4h 36m,3h 38m
Princeville,20,140821.6,39h 07m,39h 07m,36h 20m,33h 48m,31h 12m,28h 24m,25h 40m,22h 52m,19h 55m,16h 35m,13h 19m,9h 59m,8h 44m,7h 21m,5h 54m,3h 58m,3h 00m,1h 44m,1h 09m
Pritchard,20,130945.9,36h 22m,36h 22m,34h 03m,31h 54m,29h 33m,27h 05m,24h 19m,21h 37m,19h 31m,17h 13m,14h 38m,12h 33m,11h 07m,9h 42m,8h 18m,6h 28m,5h 22m,3h 55m,3h 16m
Provost,20,109413.3,30h 24m,30h 24m,28h 17m,26h 22m,24h 17m,22h 07m,19h 42m,17h 23m,15h 44m,13h 58m,12h 00m,10h 04m,8h 50m,7h 36m,6h 29m,5h 00m,4h 17m,3h 14m,1h 55m
Puntledge,20,155186.5,43h 06m,43h 06m,40h 42m,38h 28m,36h 02m,33h 28m,30h 35m,27h 45m,25h 30m,23h 02m,20h 15m,18h 00m,16h 17m,14h 41m,12h 51m,10h 34m,8h 41m,6h 16m,4h 03m
Qualicum Beach,20,152745.9,42h 26m,42h 26m,40h 02m,37h 48m,35h 22m,32h 48m,29h 55m,27h 05m,24h 51m,22h 23m,19h 36m,17h 22m,15h 39m,14h 04m,12h 15m,9h 59m,8h 07m,5h 45m,3h 36m
Daajing Giids,20,183629.8,51h 00m,51h 00m,48h 27m,46h 03m,43h 26m,40h 39m,37h 32m,34h 25m,31h 51m,29h 01m,25h 48m,23h 43m,21h 26m,19h 27m,18h 03m,16h 27m,15h 20m,13h 51m,11h 37m
Queensborough,20,143903.8,39h 58m,39h 58m,37h 35m,35h 23m,32h 59m,30h 26m,27h 35m,24h 47m,22h 35m,20h 10m,17h 27m,15h 17m,13h 38m,12h 09m,10h 28m,8h 22m,6h 45m,4h 45m,3h 12m
Queens Park,20,143342.9,39h 49m,39h 49m,37h 26m,35h 14m,32h 49m,30h 17m,27h 26m,24h 38m,22h 26m,20h 02m,17h 18m,15h 08m,13h 30m,12h 01m,10h 20m,8h 15m,6h 38m,4h 39m,3h 07m
Queenswood Heights,20,112532.0,31h 16m,31h 16m,28h 59m,27h 01m,25h 03m,22h 58m,21h 02m,19h 09m,17h 17m,15h 11m,13h 23m,11h 49m,10h 04m,8h 44m,7h 18m,5h 51m,3h 55m,2h 37m,0h 59m
Quesnel,20,135326.4,37h 35m,37h 35m,35h 08m,32h 50m,30h 20m,27h 40m,24h 42m,21h 45m,19h 23m,16h 47m,13h 49m,12h 03m,10h 09m,8h 39m,7h 30m,6h 20m,4h 48m,3h 27m,2h 18m
Quinte West,20,115255.1,32h 01m,32h 01m,29h 48m,27h 54m,26h 02m,24h 02m,22h 13m,20h 27m,18h 43m,16h 47m,15h 10m,13h 42m,12h 03m,10h 40m,9h 12m,7h 41m,5h 40m,4h 14m,2h 04m
Quispamsis,20,131787.0,36h 36m,36h 36m,33h 56m,31h 30m,29h 03m,26h 23m,23h 49m,21h 12m,18h 29m,15h 24m,12h 26m,9h 28m,8h 19m,7h 16m,6h 07m,4h 44m,3h 04m,2h 29m,1h 41m
Radium Hot Springs,20,122126.3,33h 55m,33h 55m,31h 41m,29h 38m,27h 23m,25h 02m,22h 25m,19h 52m,17h 57m,15h 53m,13h 33m,11h 29m,10h 13m,8h 49m,7h 29m,6h 12m,4h 59m,3h 49m,2h 29m
Ranchero,20,129805.6,36h 03m,36h 03m,33h 46m,31h 39m,29h 21m,26h 55m,24h 13m,21h 35m,19h 33m,17h 21m,14h 52m,12h 42m,11h 24m,9h 52m,8h 21m,6h 41m,5h 35m,4h 15m,3h 19m
Ranch Park,20,143218.0,39h 47m,39h 47m,37h 24m,35h 12m,32h 47m,30h 15m,27h 24m,24h 37m,22h 24m,20h 00m,17h 16m,15h 06m,13h 28m,12h 00m,10h 19m,8h 14m,6h 37m,4h 38m,3h 08m
Rawdon,20,112980.7,31h 23m,31h 23m,29h 03m,27h 02m,25h 01m,22h 51m,20h 51m,18h 52m,16h 54m,14h 40m,12h 44m,11h 00m,9h 24m,8h 16m,7h 05m,5h 58m,4h 30m,3h 31m,2h 23m
Raymond,20,113736.9,31h 36m,31h 36m,29h 28m,27h 34m,25h 29m,23h 18m,20h 53m,18h 33m,16h 54m,15h 08m,13h 09m,11h 02m,9h 37m,8h 32m,7h 21m,5h 48m,4h 51m,3h 45m,1h 56m
Raymore,20,104763.3,29h 06m,29h 06m,27h 12m,25h 32m,23h 44m,21h 52m,19h 48m,17h 53m,16h 29m,15h 04m,13h 35m,11h 56m,10h 21m,8h 44m,7h 05m,6h 00m,4h 56m,3h 41m,2h 46m
Rayside-Balfour,20,107636.7,29h 54m,29h 54m,27h 57m,26h 20m,24h 47m,23h 09m,21h 44m,20h 26m,19h 14m,17h 55m,16h 23m,15h 12m,13h 50m,12h 20m,10h 45m,8h 45m,6h 13m,3h 40m,2h 23m
Red Deer,20,113944.5,31h 39m,31h 39m,29h 25m,27h 23m,25h 10m,22h 51m,20h 15m,17h 44m,15h 51m,13h 49m,11h 32m,9h 43m,8h 39m,7h 23m,6h 16m,5h 02m,3h 38m,3h 01m,2h 30m
Red Lake,20,109541.5,30h 26m,30h 26m,29h 06m,27h 54m,26h 44m,25h 28m,24h 13m,22h 50m,21h 29m,20h 10m,18h 42m,17h 08m,15h 58m,14h 57m,13h 46m,12h 23m,10h 41m,8h 30m,5h 13m
Red Lake,20,109916.8,30h 32m,30h 32m,29h 12m,28h 01m,26h 50m,25h 34m,24h 19m,22h 56m,21h 35m,20h 16m,18h 48m,17h 14m,16h 03m,15h 03m,13h 52m,12h 28m,10h 47m,8h 35m,5h 18m
Regent Park,20,114898.2,31h 55m,31h 55m,29h 47m,27h 57m,26h 10m,24h 16m,22h 33m,20h 55m,19h 20m,17h 34m,16h 09m,14h 36m,13h 13m,11h 44m,10h 10m,8h 30m,6h 17m,4h 32m,2h 32m
Regina,20,103121.1,28h 39m,28h 39m,26h 47m,25h 08m,23h 22m,21h 32m,19h 30m,17h 38m,16h 10m,14h 49m,13h 23m,11h 49m,10h 09m,8h 36m,6h 52m,5h 39m,4h 52m,3h 50m,2h 32m
Regina Beach,20,104545.7,29h 02m,29h 02m,27h 09m,25h 30m,23h 43m,21h 52m,19h 49m,17h 55m,16h 29m,15h 06m,13h 39m,12h 02m,10h 25m,8h 50m,7h 10m,6h 02m,5h 12m,4h 05m,2h 57m
Renfrew,20,111237.1,30h 54m,30h 54m,28h 40m,26h 45m,24h 51m,22h 50m,20h 59m,19h 12m,17h 25m,15h 26m,13h 47m,12h 17m,10h 35m,9h 09m,7h 39m,6h 03m,3h 58m,2h 24m,0h 36m
Renfrew-Collingwood,20,143733.4,39h 56m,39h 56m,37h 33m,35h 20m,32h 56m,30h 23m,27h 32m,24h 44m,22h 32m,20h 07m,17h 23m,15h 13m,13h 35m,12h 05m,10h 24m,8h 18m,6h 40m,4h 39m,3h 05m
Repentigny,20,112786.0,31h 20m,31h 20m,29h 00m,26h 57m,24h 55m,22h 45m,20h 43m,18h 44m,16h 44m,14h 29m,12h 31m,10h 45m,9h 09m,8h 02m,6h 52m,5h 46m,4h 20m,3h 16m,2h 10m
Revelstoke,20,126402.7,35h 07m,35h 07m,32h 50m,30h 45m,28h 29m,26h 05m,23h 24m,20h 48m,18h 49m,16h 40m,14h 15m,12h 10m,10h 51m,9h 19m,7h 56m,6h 25m,5h 32m,4h 31m,3h 16m
Richelieu,20,113782.3,31h 36m,31h 36m,29h 16m,27h 13m,25h 10m,22h 59m,20h 56m,18h 56m,16h 54m,14h 38m,12h 38m,10h 50m,9h 15m,8h 07m,6h 58m,5h 53m,4h 29m,3h 20m,2h 16m
Richibucto,20,131410.5,36h 30m,36h 30m,33h 48m,31h 21m,28h 52m,26h 11m,23h 34m,20h 55m,18h 09m,15h 00m,11h 58m,8h 56m,7h 53m,6h 43m,5h 29m,4h 07m,2h 16m,1h 39m,1h 07m
Richmond,20,115603.1,32h 07m,32h 07m,29h 44m,27h 39m,25h 33m,23h 19m,21h 13m,19h 09m,17h 04m,14h 42m,12h 36m,10h 41m,9h 10m,8h 07m,7h 04m,6h 07m,4h 54m,3h 50m,2h 53m
Richmond,20,112524.5,31h 15m,31h 15m,29h 00m,27h 02m,25h 06m,23h 01m,21h 07m,19h 15m,17h 24m,15h 20m,13h 35m,12h 04m,10h 18m,8h 56m,7h 30m,6h 01m,4h 03m,2h 42m,1h 01m
Richmond,20,144671.7,40h 11m,40h 11m,37h 48m,35h 36m,33h 11m,30h 38m,27h 48m,25h 00m,22h 47m,20h 22m,17h 38m,15h 28m,13h 49m,12h 20m,10h 38m,8h 32m,6h 53m,4h 52m,3h 17m
Richmond Hill,20,114182.0,31h 43m,31h 43m,29h 35m,27h 47m,26h 00m,24h 07m,22h 25m,20h 48m,19h 13m,17h 28m,16h 06m,14h 31m,13h 10m,11h 41m,10h 05m,8h 23m,6h 08m,4h 20m,2h 23m
Rideau Park,20,111855.6,31h 04m,31h 04m,28h 50m,26h 48m,24h 35m,22h 14m,19h 38m,17h 06m,15h 13m,13h 10m,10h 52m,9h 09m,8h 08m,6h 57m,5h 40m,4h 37m,3h 18m,2h 46m,2h 00m
Ridgetown,20,124945.9,34h 42m,34h 42m,32h 34m,30h 45m,28h 58m,27h 04m,25h 21m,23h 43m,22h 07m,20h 21m,18h 57m,17h 21m,15h 58m,14h 26m,12h 47m,11h 00m,8h 39m,6h 42m,4h 29m
Rigaud,20,113518.4,31h 32m,31h 32m,29h 12m,27h 11m,25h 09m,23h 00m,20h 59m,19h 01m,17h 02m,14h 48m,12h 51m,11h 07m,9h 28m,8h 14m,6h 58m,5h 43m,4h 05m,2h 55m,1h 23m
Rimbey,20,115117.4,31h 59m,31h 59m,29h 44m,27h 40m,25h 26m,23h 04m,20h 26m,17h 53m,15h 57m,13h 52m,11h 31m,9h 46m,8h 41m,7h 28m,6h 18m,5h 12m,3h 43m,3h 15m,2h 53m
Ripon,20,112942.0,31h 22m,31h 22m,29h 05m,27h 05m,25h 07m,23h 00m,21h 03m,19h 08m,17h 14m,15h 05m,13h 14m,11h 38m,9h 55m,8h 38m,7h 16m,5h 54m,4h 06m,2h 59m,1h 23m
Rivers,20,102160.5,28h 23m,28h 23m,26h 42m,25h 16m,23h 43m,22h 09m,20h 24m,18h 52m,17h 10m,16h 00m,14h 51m,13h 39m,12h 12m,10h 34m,8h 29m,6h 50m,5h 25m,3h 56m,2h 14m
River Springs,20,143337.4,39h 49m,39h 49m,37h 26m,35h 14m,32h 49m,30h 17m,27h 26m,24h 39m,22h 26m,20h 02m,17h 18m,15h 08m,13h 30m,12h 02m,10h 21m,8h 16m,6h 39m,4h 40m,3h 10m
Riverview,20,131651.0,36h 34m,36h 34m,33h 52m,31h 25m,28h 55m,26h 14m,23h 37m,20h 58m,18h 11m,15h 02m,12h 00m,8h 57m,7h 47m,6h 36m,5h 17m,3h 56m,2h 07m,1h 34m,0h 45m
Rivière-Rouge,20,110828.6,30h 47m,30h 47m,28h 33m,26h 37m,24h 42m,22h 39m,20h 47m,18h 58m,17h 10m,15h 09m,13h 27m,12h 01m,10h 18m,9h 01m,7h 40m,6h 18m,4h 31m,3h 24m,2h 28m
Roberts Creek,20,147873.0,41h 05m,41h 05m,38h 41m,36h 28m,34h 03m,31h 29m,28h 37m,25h 48m,23h 35m,21h 08m,18h 22m,16h 10m,14h 29m,12h 57m,11h 11m,8h 59m,7h 14m,5h 01m,3h 08m
Roberval,20,117449.4,32h 37m,32h 37m,30h 15m,28h 10m,26h 05m,23h 51m,21h 46m,19h 42m,17h 37m,15h 16m,13h 11m,11h 16m,9h 43m,8h 52m,7h 59m,7h 01m,5h 46m,4h 27m,3h 30m
Roblin,20,103422.7,28h 44m,28h 44m,26h 57m,25h 24m,23h 45m,22h 02m,20h 09m,18h 26m,16h 51m,15h 41m,14h 29m,13h 03m,11h 26m,9h 37m,7h 43m,6h 17m,4h 56m,3h 56m,2h 32m
Rock Forest,20,116586.4,32h 23m,32h 23m,30h 01m,27h 56m,25h 51m,23h 38m,21h 33m,19h 30m,17h 25m,15h 05m,13h 00m,11h 07m,9h 34m,8h 29m,7h 25m,6h 25m,5h 08m,3h 58m,3h 04m
Rock Island,20,117736.5,32h 42m,32h 42m,30h 20m,28h 16m,26h 11m,23h 58m,21h 54m,19h 51m,17h 47m,15h 27m,13h 24m,11h 31m,9h 58m,8h 52m,7h 46m,6h 45m,5h 26m,4h 12m,3h 17m
Rockwood,20,117047.6,32h 31m,32h 31m,30h 23m,28h 34m,26h 47m,24h 54m,23h 12m,21h 35m,20h 00m,18h 15m,16h 52m,15h 17m,13h 55m,12h 25m,10h 48m,9h 05m,6h 48m,4h 57m,2h 56m
Rocky Mountain House,20,115491.2,32h 05m,32h 05m,29h 49m,27h 45m,25h 30m,23h 08m,20h 29m,17h 55m,15h 58m,13h 51m,11h 29m,9h 43m,8h 36m,7h 22m,6h 19m,5h 11m,3h 37m,3h 16m,2h 44m
Rosedale,20,139497.9,38h 45m,38h 45m,36h 23m,34h 11m,31h 47m,29h 15m,26h 26m,23h 39m,21h 28m,19h 05m,16h 23m,14h 15m,12h 39m,11h 13m,9h 36m,7h 36m,6h 06m,4h 18m,3h 05m
Rosemère,20,112430.6,31h 14m,31h 14m,28h 54m,26h 53m,24h 52m,22h 43m,20h 43m,18h 45m,16h 47m,14h 34m,12h 38m,10h 55m,9h 18m,8h 08m,6h 55m,5h 44m,4h 13m,3h 12m,1h 55m
Rosetown,20,106759.6,29h 39m,29h 39m,27h 39m,25h 51m,23h 55m,21h 53m,19h 38m,17h 31m,16h 05m,14h 35m,12h 49m,10h 49m,9h 22m,8h 03m,6h 38m,5h 39m,4h 30m,3h 33m,2h 35m
Rossland,20,131708.1,36h 35m,36h 35m,34h 22m,32h 20m,30h 07m,27h 47m,25h 12m,22h 41m,20h 48m,18h 47m,16h 30m,14h 13m,12h 40m,11h 18m,9h 35m,8h 16m,7h 03m,6h 14m,4h 56m
Rosthern,20,107597.4,29h 53m,29h 53m,27h 53m,26h 06m,24h 10m,22h 09m,19h 54m,17h 48m,16h 23m,14h 54m,13h 08m,11h 10m,9h 43m,8h 10m,6h 45m,5h 45m,4h 35m,3h 05m,2h 34m
Rothesay,20,131575.9,36h 33m,36h 33m,33h 52m,31h 27m,28h 59m,26h 20m,23h 46m,21h 09m,18h 26m,15h 21m,12h 23m,9h 26m,8h 18m,7h 14m,6h 06m,4h 43m,3h 04m,2h 28m,1h 42m
Rouge,20,114416.6,31h 47m,31h 47m,29h 38m,27h 48m,26h 01m,24h 06m,22h 23m,20h 44m,19h 08m,17h 21m,15h 55m,14h 22m,12h 58m,11h 30m,9h 57m,8h 18m,6h 07m,4h 25m,2h 24m
Rougemont,20,114173.7,31h 43m,31h 43m,29h 22m,27h 18m,25h 15m,23h 03m,21h 00m,18h 59m,16h 57m,14h 39m,12h 38m,10h 49m,9h 15m,8h 08m,7h 01m,5h 57m,4h 36m,3h 25m,2h 25m
Rouyn-Noranda,20,104921.8,29h 09m,29h 09m,27h 10m,25h 31m,23h 55m,22h 14m,20h 47m,19h 26m,18h 10m,16h 46m,15h 12m,14h 00m,12h 38m,11h 04m,9h 27m,7h 23m,4h 36m,1h 52m,0h 48m
Roxton Pond,20,115100.1,31h 58m,31h 58m,29h 36m,27h 32m,25h 28m,23h 15m,21h 11m,19h 09m,17h 05m,14h 46m,12h 42m,10h 50m,9h 18m,8h 13m,7h 08m,6h 07m,4h 50m,3h 39m,2h 47m
Royal Oak,20,151632.2,42h 07m,42h 07m,39h 43m,37h 30m,35h 05m,32h 31m,29h 39m,26h 50m,24h 36m,22h 09m,19h 23m,17h 10m,15h 28m,13h 55m,12h 08m,9h 55m,8h 08m,5h 52m,3h 54m
Royston,20,155128.0,43h 05m,43h 05m,40h 41m,38h 27m,36h 01m,33h 27m,30h 34m,27h 44m,25h 29m,23h 01m,20h 14m,18h 00m,16h 16m,14h 40m,12h 51m,10h 33m,8h 40m,6h 16m,4h 03m
Ruskin,20,142529.7,39h 35m,39h 35m,37h 13m,35h 01m,32h 36m,30h 04m,27h 14m,24h 26m,22h 14m,19h 50m,17h 07m,14h 58m,13h 20m,11h 53m,10h 13m,8h 09m,6h 35m,4h 39m,3h 13m
Russell,20,112966.2,31h 23m,31h 23m,29h 06m,27h 07m,25h 09m,23h 02m,21h 06m,19h 12m,17h 18m,15h 11m,13h 22m,11h 46m,10h 02m,8h 43m,7h 20m,5h 55m,4h 04m,2h 52m,1h 14m
Rutland,20,133733.0,37h 09m,37h 09m,34h 50m,32h 42m,30h 23m,27h 56m,25h 12m,22h 32m,20h 28m,18h 13m,15h 41m,13h 31m,12h 09m,10h 37m,9h 05m,7h 18m,6h 08m,4h 35m,4h 03m
Rycroft,20,121205.1,33h 40m,33h 40m,31h 16m,29h 02m,26h 37m,24h 02m,21h 10m,18h 20m,16h 06m,13h 39m,10h 52m,9h 32m,8h 00m,6h 50m,5h 23m,4h 18m,3h 23m,2h 24m,0h 45m
Ryder Lake,20,140623.9,39h 04m,39h 04m,36h 41m,34h 29m,32h 06m,29h 34m,26h 44m,23h 57m,21h 46m,19h 22m,16h 40m,14h 32m,12h 56m,11h 29m,9h 52m,7h 51m,6h 20m,4h 29m,3h 13m
Saanich,20,151391.3,42h 03m,42h 03m,39h 39m,37h 26m,35h 01m,32h 27m,29h 35m,26h 46m,24h 32m,22h 05m,19h 19m,17h 06m,15h 24m,13h 51m,12h 05m,9h 52m,8h 04m,5h 49m,3h 51m
Saanichton,20,151040.1,41h 57m,41h 57m,39h 34m,37h 20m,34h 55m,32h 21m,29h 29m,26h 40m,24h 26m,21h 59m,19h 13m,17h 01m,15h 19m,13h 46m,12h 00m,9h 47m,7h 59m,5h 44m,3h 47m
Sackville,20,132338.0,36h 46m,36h 46m,34h 02m,31h 34m,29h 04m,26h 21m,23h 43m,21h 02m,18h 14m,15h 03m,11h 58m,8h 52m,7h 40m,6h 25m,5h 01m,3h 31m,1h 46m,1h 06m,0h 20m
Saguenay,20,118704.2,32h 58m,32h 58m,30h 32m,28h 23m,26h 14m,23h 55m,21h 44m,19h 33m,17h 20m,14h 51m,12h 35m,10h 28m,8h 59m,8h 14m,7h 28m,6h 39m,5h 39m,4h 22m,3h 32m
Sahali,20,131732.2,36h 36m,36h 36m,34h 15m,32h 04m,29h 42m,27h 12m,24h 24m,21h 40m,19h 32m,17h 12m,14h 33m,12h 30m,11h 00m,9h 37m,8h 09m,6h 19m,5h 05m,3h 40m,3h 05m
Saint-Adolphe-d'Howard,20,112063.1,31h 08m,31h 08m,28h 50m,26h 51m,24h 52m,22h 45m,20h 48m,18h 54m,16h 59m,14h 51m,13h 00m,11h 23m,9h 43m,8h 30m,7h 14m,5h 58m,4h 19m,3h 26m,2h 03m
Saint-Alexandre,20,131922.9,36h 39m,36h 39m,34h 05m,31h 48m,29h 29m,26h 59m,24h 36m,22h 13m,19h 44m,16h 56m,14h 19m,11h 46m,10h 25m,9h 45m,9h 00m,8h 29m,7h 47m,6h 47m,5h 26m
Saint-Alexandre,20,112226.7,31h 10m,31h 10m,28h 54m,26h 56m,24h 59m,22h 54m,20h 59m,19h 07m,17h 15m,15h 09m,13h 22m,11h 50m,10h 04m,8h 44m,7h 18m,5h 49m,3h 52m,2h 32m,0h 59m
Saint-Amable,20,113602.7,31h 33m,31h 33m,29h 13m,27h 10m,25h 07m,22h 56m,20h 53m,18h 53m,16h 51m,14h 35m,12h 35m,10h 47m,9h 13m,8h 05m,6h 57m,5h 53m,4h 30m,3h 22m,2h 21m
Saint-Ambroise,20,119083.6,33h 05m,33h 05m,30h 39m,28h 31m,26h 22m,24h 04m,21h 53m,19h 44m,17h 32m,15h 04m,12h 50m,10h 45m,9h 15m,8h 30m,7h 43m,6h 54m,5h 52m,4h 33m,3h 38m
Saint-Ambroise,20,113321.4,31h 29m,31h 29m,29h 08m,27h 06m,25h 04m,22h 54m,20h 52m,18h 53m,16h 53m,14h 38m,12h 39m,10h 53m,9h 18m,8h 12m,7h 03m,5h 58m,4h 34m,3h 31m,2h 30m
Saint-André-Avellin,20,112819.0,31h 20m,31h 20m,29h 03m,27h 03m,25h 04m,22h 57m,21h 00m,19h 05m,17h 10m,15h 01m,13h 10m,11h 32m,9h 50m,8h 34m,7h 13m,5h 52m,4h 05m,3h 00m,1h 24m
Saint Andrews,20,132041.8,36h 41m,36h 41m,34h 01m,31h 37m,29h 11m,26h 33m,24h 01m,21h 26m,18h 45m,15h 43m,12h 48m,9h 54m,8h 51m,7h 53m,6h 45m,5h 22m,3h 54m,3h 09m,2h 40m
Saint-Antoine,20,132454.4,36h 48m,36h 48m,34h 05m,31h 37m,29h 07m,26h 25m,23h 48m,21h 07m,18h 20m,15h 09m,12h 06m,9h 01m,7h 55m,6h 42m,5h 24m,3h 59m,2h 08m,1h 35m,0h 52m
Saint-Augustin,20,261809.8,72h 43m,72h 43m,69h 46m,67h 01m,64h 13m,61h 09m,58h 08m,55h 01m,51h 42m,47h 55m,44h 08m,40h 12m,38h 03m,35h 51m,33h 11m,31h 31m,29h 17m,26h 38m,22h 51m
Saint-Barnabé-Sud,20,113959.0,31h 39m,31h 39m,29h 18m,27h 14m,25h 11m,22h 58m,20h 55m,18h 53m,16h 50m,14h 32m,12h 30m,10h 40m,9h 07m,8h 01m,6h 56m,5h 55m,4h 37m,3h 26m,2h 33m
Saint-Basile-le-Grand,20,113424.0,31h 30m,31h 30m,29h 09m,27h 06m,25h 03m,22h 52m,20h 49m,18h 49m,16h 47m,14h 31m,12h 30m,10h 42m,9h 07m,8h 00m,6h 52m,5h 48m,4h 25m,3h 16m,2h 14m
Saint-Boniface,20,109810.4,30h 30m,30h 30m,28h 19m,26h 26m,24h 35m,22h 37m,20h 50m,19h 07m,17h 25m,15h 32m,13h 59m,12h 28m,10h 55m,9h 30m,7h 59m,6h 24m,4h 18m,2h 44m,1h 59m
